	R		F		Words
  254	   49		run
  255	   49		liam
  256	   49		decis
  257	   49		between
  258	   49		well
  259	   49		lot
  260	   49		mai
  261	   49		amor
  262	   48		deni
  263	   48		ve
  264	   48		under
  265	   48		put
  266	   48		decid
  267	   48		follow
  268	   47		eight
  269	   47		mccartnei
  270	   47		edmond
  271	   47		guilti
  272	   47		hope
  273	   47		great
  274	   47		commiss
  275	   47		ago
  276	   47		richard
  277	   47		think
  278	   46		against
  279	   46		30
  280	   46		music
  281	   46		never
  282	   46		celebr
  283	   46		got
  284	   46		term
  285	   46		leav
  286	   46		beatl
  287	   46		again
  288	   46		taken
  289	   46		accus
  290	   46		clear
  291	   45		much
  292	   45		thought
  293	   45		drink
  294	   45		ag
  295	   45		five
  296	   45		given
  297	   45		sever
  298	   45		ask
  299	   45		through
  300	   45		chang
  301	   45		sale
  302	   44		former
  303	   44		fine
  304	   44		record
  305	   44		roll
  306	   43		deal
  307	   43		quit
  308	   43		agent
  309	   43		best
  310	   43		cavern
  311	   43		anoth
  312	   43		david
  313	   42		state
  314	   42		won
  315	   42		screen
  316	   42		airlin
  317	   42		order
  318	   42		suffer
  319	   42		plan
  320	   42		right
  321	   42		thing
  322	   42		bbc1
  323	   41		produc
  324	   41		abus
  325	   41		provid
  326	   41		ticket
  327	   41		flat
  328	   41		father
  329	   41		help
  330	   41		here
  331	   41		sky
  332	   41		happen
  333	   41		michael
  334	   41		charact
  335	   41		justic
  336	   40		injuri
  337	   40		stab
  338	   40		molli
  339	   40		sexual
  340	   40		don
  341	   40		hear
  342	   40		group
  343	   40		premier
  344	   40		those
  345	   39		d
  346	   39		school
  347	   39		open
  348	   39		special
  349	   39		war
  350	   39		britain
  351	   39		saw
  352	   39		behaviour
  353	   39		big
  354	   39		high
  355	   39		woman
  356	   38		1
  357	   38		caus
  358	   38		brother
  359	   38		north
  360	   38		describ
  361	   38		bill
  362	   38		good
  363	   38		local
  364	   38		compani
  365	   38		patient
  366	   38		person
  367	   38		casei
  368	   37		turn
  369	   37		place
  370	   37		top
  371	   37		sir
  372	   37		actor
  373	   37		magistr
  374	   37		movi
  375	   37		around
  376	   36		appeal
  377	   36		your
  378	   36		ian
  379	   36		legal
  380	   36		bonehead
  381	   36		evid
  382	   36		prosecut
  383	   36		album
  384	   36		continu
  385	   36		least
  386	   35		itv
  387	   35		25
  388	   35		28
  389	   35		these
  390	   35		ax
  391	   35		perform
  392	   35		mani
  393	   35		respons
  394	   35		spice
  395	   35		son
  396	   35		commit
  397	   35		coupl
  398	   35		togeth
  399	   35		minut
  400	   34		ey
  401	   34		reveal
  402	   34		front
  403	   34		gener
  404	   34		cost
  405	   34		receiv
  406	   33		came
  407	   33		walk
  408	   33		parti
  409	   33		announc
  410	   33		hour
  411	   33		defend
  412	   33		sister
  413	   33		john
  414	   33		took
  415	   33		husband
  416	   33		someth
  417	   33		success
  418	   32		arthur
  419	   32		liverpool
  420	   32		earlier
  421	   32		10
  422	   32		until
  423	   32		might
  424	   32		offer
  425	   32		televis
  426	   32		law
  427	   32		harri
  428	   32		without
  429	   31		anai
  430	   31		second
  431	   31		20
  432	   31		public
  433	   31		himself
  434	   31		busi
  435	   31		same
  436	   31		our
  437	   31		seem
  438	   31		led
  439	   30		must
  440	   30		song
  441	   30		began
  442	   30		sheridan
  443	   30		gillian
  444	   30		comedi
  445	   30		bond
  446	   30		extrem
  447	   30		walker
  448	   30		report
  449	   30		doe
  450	   30		histori
  451	   30		verdict
  452	   30		drama
  453	   30		expect
  454	   30		noth
  455	   30		west
  456	   30		onc
  457	   30		seen
  458	   30		prison
  459	   30		detect
  460	   29		amanda
  461	   29		blood
  462	   29		re
  463	   29		judgment
  464	   29		sarah
  465	   29		guitarist
  466	   29		conni
  467	   29		close
  468	   29		stand
  469	   29		stage
  470	   29		adam
  471	   29		car
  472	   29		parent
  473	   29		recent
  474	   29		let
  475	   29		insid
  476	   29		mum
  477	   28		meet
  478	   28		royal
  479	   28		outsid
  480	   28		black
  481	   28		offenc
  482	   28		ti
  483	   28		qc
  484	   28		victim
  485	   28		becam
  486	   28		coron
  487	   28		killer
  488	   28		shop
  489	   28		releas
  490	   28		member
  491	   28		carri
  492	   27		4
  493	   27		everi
  494	   27		drive
  495	   27		12
  496	   27		episod
  497	   27		control
  498	   27		door
  499	   27		test
  500	   27		few
  501	   27		dress
  502	   27		talent
  503	   27		surrei
  504	   27		award
  505	   27		bailiff
  506	   27		read
  507	   27		bring
  508	   27		whose
  509	   27		citi
  510	   27		fantast
  511	   27		french
  512	   26		european
  513	   26		doubl
  514	   26		24
  515	   26		18
  516	   26		16
  517	   26		singer
  518	   26		director
  519	   26		damag
  520	   26		each
  521	   26		idea
  522	   26		done
  523	   26		major
  524	   26		mark
  525	   26		join
  526	   26		august
  527	   26		coughlan
  528	   26		janic
  529	   26		abl
  530	   26		threaten
  531	   26		morn
  532	   26		jonathan
  533	   26		hand
  534	   26		creat
  535	   25		job
  536	   25		500
  537	   25		drug
  538	   25		nine
  539	   25		viewer
  540	   25		bu
  541	   25		am
  542	   25		lost
  543	   25		blue
  544	   25		number
  545	   25		salmon
  546	   25		doctor
  547	   25		wit
  548	   25		becom
  549	   25		countri
  550	   25		seven
  551	   25		concert
  552	   25		gave
  553	   25		south
  554	   25		sell
  555	   24		contract
  556	   24		although
  557	   24		centuri
  558	   24		visit
  559	   24		everyon
  560	   24		36
  561	   24		stop
  562	   24		struck
  563	   24		comic
  564	   24		competit
  565	   24		boyfriend
  566	   24		club
  567	   24		reason
  568	   24		radio
  569	   24		elderli
  570	   24		side
  571	   24		littl
  572	   24		kevin
  573	   23		road
  574	   23		wale
  575	   23		fight
  576	   23		32
  577	   23		21
  578	   23		oper
  579	   23		almost
  580	   23		gig
  581	   23		audienc
  582	   23		bedroom
  583	   23		featur
  584	   23		try
  585	   23		origin
  586	   23		earli
  587	   23		bed
  588	   23		stori
  589	   23		redgrav
  590	   23		harm
  591	   23		monei
  592	   23		room
  593	   23		indec
  594	   23		channel
  595	   23		shout
  596	   23		mel
  597	   22		prostitut
  598	   22		bound
  599	   22		50
  600	   22		de
  601	   22		enfield
  602	   22		insist
  603	   22		why
  604	   22		similar
  605	   22		find
  606	   22		complaint
  607	   22		beauti
  608	   22		tri
  609	   22		due
  610	   22		support
  611	   22		concern
  612	   22		beckham
  613	   22		complet
  614	   22		corpor
  615	   22		autumn
  616	   22		rape
  617	   22		spokesman
  618	   22		patsi
  619	   22		known
  620	   22		moment
  621	   22		alleg
  622	   22		actress
  623	   22		bailei
  624	   22		launch
  625	   22		neighbour
  626	   22		morri
  627	   21		scene
  628	   21		investig
  629	   21		soap
  630	   21		boss
  631	   21		past
  632	   21		american
  633	   21		virgin
  634	   21		co
  635	   21		ill
  636	   21		whether
  637	   21		pair
  638	   21		eastend
  639	   21		chief
  640	   21		knife
  641	   21		host
  642	   21		septemb
  643	   21		dog
  644	   21		anyon
  645	   21		jaffrei
  646	   21		millennium
  647	   21		favourit
  648	   21		saeed
  649	   21		bit
  650	   21		sign
  651	   21		kept
  652	   21		octob
  653	   21		gone
  654	   21		keep
  655	   21		lennon
  656	   21		point
  657	   21		involv
  658	   21		fail
  659	   21		depart
  660	   21		statem
  661	   21		norfolk
  662	   21		huge
  663	   20		enough
  664	   20		script
  665	   20		33
  666	   20		born
  667	   20		singl
  668	   20		though
  669	   20		guest
  670	   20		lead
  671	   20		alreadi
  672	   20		blow
  673	   20		previou
  674	   20		squar
  675	   20		teenag
  676	   20		cannot
  677	   20		joke
  678	   20		ambul
  679	   20		victoria
  680	   20		manor
  681	   20		didn
  682	   20		nate
  683	   20		current
  684	   20		spent
  685	   20		problem
  686	   20		consid
  687	   20		emma
  688	   20		save
  689	   20		rais
  690	   20		incid
  691	   20		met
  692	   20		1998
  693	   19		13
  694	   19		14
  695	   19		wasn
  696	   19		govern
  697	   19		stai
  698	   19		pass
  699	   19		june
  700	   19		lord
  701	   19		brought
  702	   19		pull
  703	   19		issu
  704	   19		flight
  705	   19		word
  706	   19		unit
  707	   19		market
  708	   19		schedul
  709	   19		worker
  710	   19		line
  711	   19		william
  712	   19		whole
  713	   19		stone
  714	   19		scream
  715	   19		bodili
  716	   19		unsolv
  717	   19		classic
  718	   19		count
  719	   19		fact
  720	   19		thousand
  721	   19		instead
  722	   19		campbel
  723	   19		theatr
  724	   19		matthew
  725	   18		biggest
  726	   18		full
  727	   18		wait
  728	   18		better
  729	   18		custodi
  730	   18		crime
  731	   18		17
  732	   18		fear
  733	   18		55
  734	   18		organis
  735	   18		discov
  736	   18		latest
  737	   18		lynam
  738	   18		brushett
  739	   18		asian
  740	   18		loss
  741	   18		fourth
  742	   18		neck
  743	   18		hair
  744	   18		mutil
  745	   18		saturdai
  746	   18		ten
  747	   18		held
  748	   18		develop
  749	   18		remain
  750	   18		pint
  751	   18		decemb
  752	   18		council
  753	   18		passeng
  754	   18		serv
  755	   18		wrong
  756	   18		air
  757	   18		jennif
  758	   18		blackadd
  759	   18		march
  760	   18		differ
  761	   18		branson
  762	   18		marri
  763	   18		despit
  764	   18		along
  765	   18		skull
  766	   18		internet
  767	   18		1997
  768	   17		event
  769	   17		3
  770	   17		n
  771	   17		chest
  772	   17		posit
  773	   17		solo
  774	   17		prankerd
  775	   17		within
  776	   17		broadcast
  777	   17		sport
  778	   17		actual
  779	   17		comedian
  780	   17		strip
  781	   17		maximum
  782	   17		battl
  783	   17		st
  784	   17		enjoi
  785	   17		far
  786	   17		howev
  787	   17		written
  788	   17		effect
  789	   17		villag
  790	   17		cloth
  791	   17		seriou
  792	   17		across
  793	   17		wound
  794	   17		struggl
  795	   17		jone
  796	   17		laugh
  797	   17		system
  798	   17		trust
  799	   17		link
  800	   17		light
  801	   17		interview
  802	   17		design
  803	   17		jagger
  804	   17		career
  805	   17		behind
  806	   17		role
  807	   17		rate
  808	   17		excit
  809	   17		someon
  810	   17		pressur
  811	   17		manslaught
  812	   17		100
  813	   17		refus
  814	   17		australia
  815	   17		absolut
  816	   17		shock
  817	   16		soon
  818	   16		replac
  819	   16		fractur
  820	   16		wall
  821	   16		29
  822	   16		honour
  823	   16		figur
  824	   16		among
  825	   16		step
  826	   16		simon
  827	   16		memori
  828	   16		pm
  829	   16		uk
  830	   16		push
  831	   16		concentr
  832	   16		question
  833	   16		style
  834	   16		result
  835	   16		welcom
  836	   16		kate
  837	   16		hitchcock
  838	   16		cameron
  839	   16		inspector
  840	   16		crowd
  841	   16		express
  842	   16		pick
  843	   16		attempt
  844	   16		scheme
  845	   16		rest
  846	   16		pal
  847	   16		final
  848	   16		kent
  849	   16		entertain
  850	   16		normal
  851	   16		asthma
  852	   16		delight
  853	   16		appar
  854	   16		nose
  855	   16		garden
  856	   16		promis
  857	   16		talk
  858	   16		bail
  859	   16		match
  860	   16		beckett
  861	   16		frank
  862	   16		1995
  863	   16		weight
  864	   16		power
  865	   15		c
  866	   15		rather
  867	   15		fund
  868	   15		34
  869	   15		31
  870	   15		stun
  871	   15		warn
  872	   15		tell
  873	   15		offend
  874	   15		team
  875	   15		east
  876	   15		earn
  877	   15		critic
  878	   15		wear
  879	   15		doesn
  880	   15		knew
  881	   15		park
  882	   15		reach
  883	   15		helen
  884	   15		januari
  885	   15		residenti
  886	   15		area
  887	   15		win
  888	   15		dobson
  889	   15		forward
  890	   15		grant
  891	   15		queen
  892	   15		unveil
  893	   15		human
  894	   15		attend
  895	   15		ladi
  896	   15		chariti
  897	   15		departur
  898	   15		remand
  899	   15		weekend
  900	   15		bridg
  901	   15		pat
  902	   15		highlight
  903	   15		airwai
  904	   15		experi
  905	   15		string
  906	   15		half
  907	   15		accord
  908	   15		babysitt
  909	   15		atmospher
  910	   15		johnni
  911	   15		privat
  912	   15		condit
  913	   15		fenton
  914	   15		massiv
  915	   15		split
  916	   15		happi
  917	   15		sourc
  918	   15		futur
  919	   15		posh
  920	   15		1991
  921	   15		kick
  922	   15		king
  923	   14		5
  924	   14		cast
  925	   14		cash
  926	   14		zeta
  927	   14		girlfriend
  928	   14		felt
  929	   14		27
  930	   14		dawkin
  931	   14		rival
  932	   14		300
  933	   14		poach
  934	   14		dead
  935	   14		pc
  936	   14		train
  937	   14		ferguson
  938	   14		catherin
  939	   14		haven
  940	   14		toddler
  941	   14		obvious
  942	   14		jame
  943	   14		gag
  944	   14		driver
  945	   14		evil
  946	   14		letter
  947	   14		york
  948	   14		obsess
  949	   14		copi
  950	   14		phone
  951	   14		eat
  952	   14		rel
  953	   14		manag
  954	   14		thompson
  955	   14		initi
  956	   14		view
  957	   14		remov
  958	   14		commun
  959	   14		worri
  960	   14		domin
  961	   14		pop
  962	   14		crump
  963	   14		nearbi
  964	   14		brosnan
  965	   14		arm
  966	   14		session
  967	   14		chanc
  968	   14		mike
  969	   14		todai
  970	   14		heart
  971	   14		base
  972	   14		april
  973	   14		extra
  974	   14		leicest
  975	   14		christma
  976	   14		guin
  977	   14		1993
  978	   14		franc
  979	   14		share
  980	   13		g
  981	   13		suggest
  982	   13		unlaw
  983	   13		23
  984	   13		26
  985	   13		45
  986	   13		brussel
  987	   13		bomb
  988	   13		book
  989	   13		tear
  990	   13		goe
  991	   13		possibl
  992	   13		ll
  993	   13		weapon
  994	   13		trade
  995	   13		traci
  996	   13		contact
  997	   13		paid
  998	   13		georg
  999	   13		spokeswoman
 1000	   13		throw
 1001	   13		chapman
 1002	   13		princ
 1003	   13		salesman
 1004	   13		cinema
 1005	   13		herself
 1006	   13		aunt
 1007	   13		dad
 1008	   13		drunk
 1009	   13		review
 1010	   13		disappoint
 1011	   13		lawyer
 1012	   13		anyth
 1013	   13		ran
 1014	   13		desai
 1015	   13		writer
 1016	   13		demand
 1017	   13		sad
 1018	   13		sal
 1019	   13		pink
 1020	   13		cornwal
 1021	   13		robert
 1022	   13		direct
 1023	   13		schulz
 1024	   13		brobbei
 1025	   13		wish
 1026	   13		window
 1027	   13		champagn
 1028	   13		sing
 1029	   13		beat
 1030	   13		spend
 1031	   13		practic
 1032	   13		mental
 1033	   13		nearli
 1034	   13		commerci
 1035	   13		rememb
 1036	   13		fingerprint
 1037	   13		pleas
 1038	   13		exclus
 1039	   13		secretari
 1040	   13		allow
 1041	   13		tape
 1042	   13		captain
 1043	   13		leg
 1044	   13		alan
 1045	   13		slough
 1046	   13		grievou
 1047	   12		2
 1048	   12		o
 1049	   12		l
 1050	   12		giant
 1051	   12		cake
 1052	   12		kid
 1053	   12		fell
 1054	   12		everyth
 1055	   12		42
 1056	   12		anti
 1057	   12		15
 1058	   12		11
 1059	   12		detail
 1060	   12		spoke
 1061	   12		jason
 1062	   12		coleman
 1063	   12		fridai
 1064	   12		incent
 1065	   12		canep
 1066	   12		estat
 1067	   12		begin
 1068	   12		glaze
 1069	   12		comment
 1070	   12		le
 1071	   12		separ
 1072	   12		plaqu
 1073	   12		devon
 1074	   12		alleyn
 1075	   12		youth
 1076	   12		jane
 1077	   12		labour
 1078	   12		hollywood
 1079	   12		break
 1080	   12		duti
 1081	   12		danger
 1082	   12		cottag
 1083	   12		hack
 1084	   12		sydnei
 1085	   12		imag
 1086	   12		hundr
 1087	   12		bloodstain
 1088	   12		interest
 1089	   12		telli
 1090	   12		format
 1091	   12		surpris
 1092	   12		late
 1093	   12		floor
 1094	   12		deputi
 1095	   12		toni
 1096	   12		charli
 1097	   12		terrifi
 1098	   12		specialist
 1099	   12		wrote
 1100	   12		box
 1101	   12		saunder
 1102	   12		crash
 1103	   12		thoma
 1104	   12		consider
 1105	   12		moss
 1106	   12		product
 1107	   12		less
 1108	   12		veteran
 1109	   12		broke
 1110	   12		colleagu
 1111	   12		treatment
 1112	   12		charl
 1113	   12		mind
 1114	   12		realis
 1115	   12		nin
 1116	   12		pound
 1117	   12		ground
 1118	   12		wept
 1119	   12		fall
 1120	   12		shown
 1121	   12		wick
 1122	   12		arrang
 1123	   12		sent
 1124	   12		challeng
 1125	   12		machin
 1126	   12		true
 1127	   11		kensit
 1128	   11		breach
 1129	   11		shotgun
 1130	   11		sold
 1131	   11		sure
 1132	   11		skirt
 1133	   11		abramson
 1134	   11		brain
 1135	   11		22
 1136	   11		beaten
 1137	   11		53
 1138	   11		matter
 1139	   11		roger
 1140	   11		songwrit
 1141	   11		argum
 1142	   11		breath
 1143	   11		breast
 1144	   11		chisel
 1145	   11		judi
 1146	   11		board
 1147	   11		spot
 1148	   11		retir
 1149	   11		round
 1150	   11		disappear
 1151	   11		luci
 1152	   11		phantom
 1153	   11		action
 1154	   11		dream
 1155	   11		eidar
 1156	   11		attract
 1157	   11		pictur
 1158	   11		advic
 1159	   11		menac
 1160	   11		establish
 1161	   11		fit
 1162	   11		remors
 1163	   11		write
 1164	   11		straight
 1165	   11		amphetamin
 1166	   11		date
 1167	   11		land
 1168	   11		floyd
 1169	   11		campaign
 1170	   11		anita
 1171	   11		5million
 1172	   11		truro
 1173	   11		famou
 1174	   11		sit
 1175	   11		fellow
 1176	   11		mathew
 1177	   11		sympathi
 1178	   11		bar
 1179	   11		prove
 1180	   11		pub
 1181	   11		dinosaur
 1182	   11		satisfi
 1183	   11		hard
 1184	   11		probabl
 1185	   11		imagin
 1186	   11		owen
 1187	   11		venu
 1188	   11		abrahamson
 1189	   11		refer
 1190	   11		marriag
 1191	   11		psychiatric
 1192	   11		lee
 1193	   11		cell
 1194	   11		1996
 1195	   11		fianc
 1196	   10		9
 1197	   10		drop
 1198	   10		nottingham
 1199	   10		press
 1200	   10		upwel
 1201	   10		glass
 1202	   10		further
 1203	   10		boat
 1204	   10		40
 1205	   10		58
 1206	   10		ankl
 1207	   10		offici
 1208	   10		voic
 1209	   10		juli
 1210	   10		river
 1211	   10		ex
 1212	   10		eu
 1213	   10		yet
 1214	   10		holidai
 1215	   10		jean
 1216	   10		pain
 1217	   10		contain
 1218	   10		novemb
 1219	   10		unabl
 1220	   10		robberi
 1221	   10		knive
 1222	   10		senior
 1223	   10		middl
 1224	   10		firm
 1225	   10		guidanc
 1226	   10		england
 1227	   10		protect
 1228	   10		driven
 1229	   10		standard
 1230	   10		overnight
 1231	   10		heavili
 1232	   10		clearli
 1233	   10		wore
 1234	   10		sitcom
 1235	   10		butcher
 1236	   10		cut
 1237	   10		defect
 1238	   10		cold
 1239	   10		studio
 1240	   10		dismiss
 1241	   10		immedi
 1242	   10		treat
 1243	   10		portland
 1244	   10		pierc
 1245	   10		red
 1246	   10		debut
 1247	   10		row
 1248	   10		younger
 1249	   10		understand
 1250	   10		sat
 1251	   10		toward
 1252	   10		emerg
 1253	   10		sid
 1254	   10		worth
 1255	   10		subject
 1256	   10		cushman
 1257	   10		level
 1258	   10		america
 1259	   10		sick
 1260	   10		bin
 1261	   10		bad
 1262	   10		meant
 1263	   10		complex
 1264	   10		buri
 1265	   10		beeb
 1266	   10		stretch
 1267	   10		aid
 1268	   10		expert
 1269	   10		thrill
 1270	   10		account
 1271	   10		lover
 1272	   10		crimin
 1273	   10		heritag
 1274	   10		repeat
 1275	   10		ravi
 1276	   10		knock
 1277	   10		rang
 1278	   10		burglari
 1279	   10		resid
 1280	   10		total
 1281	   10		emot
 1282	   10		mick
 1283	   10		third
 1284	   10		intend
 1285	   10		promot
 1286	   10		solicitor
 1287	   10		inspir
 1288	   10		bari
 1289	   10		lai
 1290	   10		constabl
 1291	   10		sean
 1292	   10		anthoni
 1293	   10		inflict
 1294	   10		outrag
 1295	   10		counti
 1296	   10		physic
 1297	   10		shake
 1298	   10		kind
 1299	    9		florida
 1300	    9		dawn
 1301	    9		hampton
 1302	    9		criticis
 1303	    9		stephen
 1304	    9		disabl
 1305	    9		examin
 1306	    9		chemic
 1307	    9		draw
 1308	    9		sole
 1309	    9		execut
 1310	    9		check
 1311	    9		suit
 1312	    9		39
 1313	    9		43
 1314	    9		79
 1315	    9		popular
 1316	    9		criteria
 1317	    9		christian
 1318	    9		tyson
 1319	    9		deep
 1320	    9		jedi
 1321	    9		dr
 1322	    9		sack
 1323	    9		darren
 1324	    9		ly
 1325	    9		divorc
 1326	    9		lose
 1327	    9		load
 1328	    9		tomorrow
 1329	    9		secret
 1330	    9		build
 1331	    9		punch
 1332	    9		netaid
 1333	    9		ewan
 1334	    9		upset
 1335	    9		beach
 1336	    9		leader
 1337	    9		wed
 1338	    9		argu
 1339	    9		wig
 1340	    9		illeg
 1341	    9		natali
 1342	    9		innov
 1343	    9		stolen
 1344	    9		7lb
 1345	    9		video
 1346	    9		mansion
 1347	    9		hold
 1348	    9		defenc
 1349	    9		qual
 1350	    9		modern
 1351	    9		mirror
 1352	    9		davi
 1353	    9		exet
 1354	    9		lack
 1355	    9		legend
 1356	    9		influenc
 1357	    9		connect
 1358	    9		roi
 1359	    9		norwich
 1360	    9		decad
 1361	    9		chri
 1362	    9		explain
 1363	    9		engag
 1364	    9		brambl
 1365	    9		colleg
 1366	    9		awar
 1367	    9		dawson
 1368	    9		keyn
 1369	    9		plea
 1370	    9		chronic
 1371	    9		site
 1372	    9		kidnap
 1373	    9		janet
 1374	    9		beyond
 1375	    9		twice
 1376	    9		craig
 1377	    9		ali
 1378	    9		secur
 1379	    9		racial
 1380	    9		shot
 1381	    9		lesli
 1382	    9		inquiri
 1383	    9		often
 1384	    9		naomi
 1385	    9		wonder
 1386	    9		dirti
 1387	    9		mile
 1388	    9		parkinson
 1389	    9		157
 1390	    9		apart
 1391	    9		intern
 1392	    9		buck
 1393	    9		bbc2
 1394	    9		prosecutor
 1395	    9		indic
 1396	    9		partli
 1397	    9		short
 1398	    9		master
 1399	    9		motiv
 1400	    9		strong
 1401	    9		hunt
 1402	    9		blofeld
 1403	    9		seek
 1404	    9		australian
 1405	    9		milton
 1406	    9		prepar
 1407	    9		post
 1408	    9		season
 1409	    9		liz
 1410	    9		conduct
 1411	    9		wright
 1412	    9		increas
 1413	    9		repli
 1414	    9		confirm
 1415	    9		amaz
 1416	    9		smell
 1417	    9		command
 1418	    8		profession
 1419	    8		stadium
 1420	    8		8
 1421	    8		yvonn
 1422	    8		suspend
 1423	    8		scent
 1424	    8		violent
 1425	    8		whippet
 1426	    8		cheap
 1427	    8		drag
 1428	    8		cheer
 1429	    8		angi
 1430	    8		pentnei
 1431	    8		doubt
 1432	    8		steve
 1433	    8		pamela
 1434	    8		princip
 1435	    8		accept
 1436	    8		compens
 1437	    8		properti
 1438	    8		postman
 1439	    8		financi
 1440	    8		owner
 1441	    8		blond
 1442	    8		nick
 1443	    8		meanwhil
 1444	    8		introduc
 1445	    8		switch
 1446	    8		debt
 1447	    8		pervert
 1448	    8		situat
 1449	    8		small
 1450	    8		burstein
 1451	    8		birthdai
 1452	    8		brutal
 1453	    8		essex
 1454	    8		lock
 1455	    8		fee
 1456	    8		lorri
 1457	    8		carrier
 1458	    8		emigr
 1459	    8		pregnant
 1460	    8		repeatedli
 1461	    8		gilmour
 1462	    8		alden
 1463	    8		rhode
 1464	    8		els
 1465	    8		paralys
 1466	    8		granada
 1467	    8		grave
 1468	    8		wan
 1469	    8		caught
 1470	    8		wislei
 1471	    8		rich
 1472	    8		linda
 1473	    8		van
 1474	    8		cup
 1475	    8		peanut
 1476	    8		sixti
 1477	    8		bigger
 1478	    8		thank
 1479	    8		quiz
 1480	    8		green
 1481	    8		centr
 1482	    8		barrel
 1483	    8		afterward
 1484	    8		robbi
 1485	    8		limit
 1486	    8		jack
 1487	    8		dave
 1488	    8		relationship
 1489	    8		den
 1490	    8		tea
 1491	    8		die
 1492	    8		identifi
 1493	    8		bondi
